Accident_ID,Date,City,Area,Latitude,Longitude,Weather_Condition,Road_Type,Vehicle_Type,Traffic_Level,Light_Condition,Speed_kmph,Driver_Age,Alcohol_Involved,Seatbelt_Helmet_Used,Number_of_Vehicles,Casualties,Accident_Severity
BRD02328,2024-07-27,Vadodara,Harni,22.324509,73.205762,Clear,Highway,Car,High,Daylight,103,39,0,1,3,6,High
BRD02329,2024-03-24,Vadodara,Karelibaug,22.335886,73.246943,Rainy,Highway,Truck,High,Evening,56,53,0,1,4,5,Medium
BRD02330,2025-01-13,Vadodara,Alkapuri,22.374104,73.227625,Fog,Flyover,Bus,Low,Night,69,29,1,0,5,2,Medium
BRD02331,2024-02-29,Vadodara,Waghodia,22.350918,73.222561,Fog,Flyover,Auto,Low,Evening,38,45,0,1,4,0,Low
BRD02332,2024-02-12,Vadodara,Fatehgunj,22.285927,73.188134,Rainy,City Road,Bike,Medium,Night,30,40,0,1,1,1,Low
BRD02333,2025-04-06,Vadodara,Karelibaug,22.273152,73.248748,Cloudy,City Road,Truck,Low,Evening,64,39,1,1,5,6,Medium
BRD02334,2025-02-10,Vadodara,Waghodia,22.323259,73.166443,Rainy,Residential,Bus,Low,Evening,66,56,0,0,2,5,Medium
BRD02335,2024-01-10,Vadodara,Vasna,22.289709,73.149704,Cloudy,Residential,Car,High,Night,95,34,1,0,1,1,Medium
BRD02336,2025-04-01,Vadodara,Sama,22.296364,73.179591,Cloudy,Residential,Bike,Low,Daylight,95,40,0,0,1,4,Medium
BRD02337,2024-09-24,Vadodara,Harni,22.350991,73.109118,Rainy,City Road,Truck,Low,Night,73,45,0,0,5,5,Medium
BRD02338,2024-05-23,Vadodara,Sayajigunj,22.367326,73.211071,Rainy,City Road,Auto,Low,Evening,112,58,1,0,4,3,Medium
BRD02339,2024-07-20,Vadodara,Alkapuri,22.368607,73.228445,Clear,City Road,Car,High,Evening,67,61,1,1,2,5,Medium
BRD02340,2025-03-16,Vadodara,Harni,22.316573,73.176879,Fog,Highway,Auto,High,Night,107,33,1,1,2,4,High
BRD02341,2024-11-26,Vadodara,Alkapuri,22.311134,73.174466,Clear,Flyover,Auto,High,Evening,97,57,1,1,3,0,Medium
BRD02342,2024-05-09,Vadodara,Sama,22.353996,73.141566,Cloudy,Highway,Bus,High,Night,107,55,0,1,2,5,High
BRD02343,2024-11-30,Vadodara,Gotri,22.288703,73.167789,Cloudy,Flyover,Auto,High,Daylight,68,62,1,0,3,2,Medium
BRD02344,2025-04-15,Vadodara,Nizampura,22.277209,73.191684,Rainy,Flyover,Auto,Medium,Evening,99,21,1,1,3,5,High
BRD02345,2024-04-24,Vadodara,Makarpura,22.314594,73.162496,Fog,Highway,Bus,Medium,Night,89,51,1,0,3,6,Medium
BRD02346,2024-01-30,Vadodara,Fatehgunj,22.33478,73.114679,Clear,Residential,Bus,Medium,Night,113,24,0,1,1,1,Medium
BRD02347,2024-04-21,Vadodara,Sayajigunj,22.325903,73.122292,Clear,City Road,Auto,Medium,Night,90,36,0,0,2,4,Medium
BRD02348,2024-06-23,Vadodara,Karelibaug,22.374012,73.149955,Cloudy,Highway,Car,High,Daylight,100,23,0,1,3,4,High
BRD02349,2024-06-09,Vadodara,Vasna,22.337226,73.149652,Rainy,Highway,Truck,Low,Evening,83,46,0,1,5,1,Medium
BRD02350,2024-05-05,Vadodara,Akota,22.312669,73.111225,Clear,Residential,Auto,Low,Night,42,20,0,1,3,1,Low
BRD02351,2024-01-22,Vadodara,Karelibaug,22.254777,73.161661,Fog,Residential,Truck,Medium,Daylight,113,30,1,1,3,3,Medium
BRD02352,2024-08-28,Vadodara,Tarsali,22.300912,73.214896,Fog,Highway,Auto,High,Evening,60,33,0,0,4,6,Medium
BRD02353,2024-08-12,Vadodara,Vasna,22.302679,73.235919,Clear,City Road,Car,Medium,Evening,66,59,0,0,3,0,Low
BRD02354,2024-10-12,Vadodara,Vasna,22.295851,73.20068,Cloudy,Flyover,Truck,Medium,Night,61,38,1,1,1,3,Low
BRD02355,2024-06-19,Vadodara,Sayajigunj,22.25086,73.174763,Rainy,Flyover,Car,Medium,Daylight,52,59,0,1,4,5,Medium
BRD02356,2024-02-01,Vadodara,Akota,22.338189,73.161659,Rainy,Highway,Auto,High,Daylight,117,62,0,1,5,4,High
BRD02357,2025-03-03,Vadodara,Karelibaug,22.373245,73.163613,Cloudy,Highway,Car,High,Evening,109,29,0,0,5,6,High
BRD02358,2024-01-12,Vadodara,Sayajigunj,22.263544,73.215989,Cloudy,Highway,Bus,Medium,Evening,68,47,0,0,3,5,Medium
BRD02359,2024-04-16,Vadodara,Harni,22.360285,73.137928,Clear,Highway,Bus,Low,Night,29,56,1,0,1,0,Low
BRD02360,2024-10-09,Vadodara,Makarpura,22.275173,73.135651,Cloudy,City Road,Auto,Low,Evening,118,58,0,0,5,0,Low
BRD02361,2024-02-27,Vadodara,Alkapuri,22.360513,73.13365,Cloudy,Residential,Bike,High,Daylight,103,29,1,0,1,1,Medium
BRD02362,2024-11-30,Vadodara,Fatehgunj,22.307781,73.141959,Rainy,Residential,Bike,Low,Night,90,36,1,1,5,1,Medium
BRD02363,2024-02-01,Vadodara,Sayajigunj,22.275157,73.123817,Cloudy,Highway,Bike,Low,Daylight,95,44,0,1,3,1,Medium
BRD02364,2024-09-14,Vadodara,Harni,22.292126,73.211098,Cloudy,Flyover,Bus,High,Night,78,18,1,0,4,2,Medium
BRD02365,2024-11-17,Vadodara,Akota,22.369186,73.249899,Fog,City Road,Truck,Medium,Night,44,31,1,1,3,5,Medium
BRD02366,2024-05-13,Vadodara,Alkapuri,22.307397,73.22157,Cloudy,Flyover,Bus,Medium,Night,95,48,1,1,1,4,Medium
BRD02367,2024-09-20,Vadodara,Nizampura,22.328866,73.243024,Cloudy,City Road,Auto,Low,Night,43,27,1,0,5,4,Low
BRD02368,2024-12-17,Vadodara,Vasna,22.259256,73.196585,Rainy,Residential,Truck,High,Daylight,43,46,0,0,3,3,Medium
BRD02369,2024-09-21,Vadodara,Sayajigunj,22.254326,73.158079,Rainy,Residential,Auto,Medium,Evening,34,18,0,0,4,5,Medium
BRD02370,2024-10-22,Vadodara,Sama,22.297799,73.109616,Cloudy,Residential,Auto,Medium,Evening,85,30,0,0,3,6,Medium
BRD02371,2024-05-01,Vadodara,Waghodia,22.337393,73.140509,Rainy,Residential,Bike,High,Daylight,112,54,0,1,5,2,High
BRD02372,2025-04-21,Vadodara,Vasna,22.265405,73.100176,Clear,Residential,Bus,High,Daylight,81,41,0,0,4,0,Low
BRD02373,2025-04-30,Vadodara,Alkapuri,22.311268,73.142785,Cloudy,Flyover,Car,High,Daylight,38,45,1,1,5,5,Medium
BRD02374,2024-11-27,Vadodara,Akota,22.303597,73.200454,Cloudy,Flyover,Bike,Medium,Daylight,114,20,0,0,4,1,Medium
BRD02375,2025-01-12,Vadodara,Waghodia,22.25365,73.126492,Clear,Flyover,Bike,Low,Daylight,88,40,1,1,2,4,Medium
BRD02376,2024-03-30,Vadodara,Alkapuri,22.260648,73.248464,Rainy,City Road,Auto,High,Night,112,41,1,1,4,4,High
BRD02377,2024-11-02,Vadodara,Sayajigunj,22.291768,73.23006,Fog,Residential,Truck,High,Night,54,28,1,0,4,6,Medium
BRD02378,2024-01-29,Vadodara,Akota,22.260839,73.142632,Fog,Flyover,Car,High,Night,108,36,0,1,1,1,High
BRD02379,2024-11-09,Vadodara,Tarsali,22.27987,73.166621,Rainy,Residential,Bus,Low,Evening,83,54,1,1,5,6,Medium
BRD02380,2025-01-27,Vadodara,Alkapuri,22.358873,73.148035,Clear,Residential,Bike,High,Night,111,37,0,1,5,3,Medium
BRD02381,2024-09-21,Vadodara,Nizampura,22.260249,73.140931,Fog,Highway,Auto,High,Daylight,117,31,1,1,2,3,High
BRD02382,2024-07-01,Vadodara,Fatehgunj,22.283214,73.149605,Fog,Residential,Car,High,Daylight,30,34,1,0,3,5,Medium
BRD02383,2024-02-25,Vadodara,Manjalpur,22.367177,73.113579,Rainy,Highway,Auto,Medium,Night,119,62,0,1,4,4,High
BRD02384,2024-12-08,Vadodara,Vasna,22.291796,73.133356,Cloudy,City Road,Bike,High,Daylight,103,40,1,0,5,4,High
BRD02385,2025-01-05,Vadodara,Vasna,22.275813,73.14125,Rainy,Highway,Bike,Low,Daylight,109,27,1,1,2,3,Medium
BRD02386,2025-04-22,Vadodara,Karelibaug,22.251125,73.227734,Fog,Flyover,Auto,High,Daylight,88,54,1,0,5,5,High
BRD02387,2025-05-12,Vadodara,Makarpura,22.2832,73.209327,Rainy,Flyover,Bus,Low,Night,61,42,0,1,2,3,Medium
BRD02388,2025-01-04,Vadodara,Nizampura,22.369451,73.202329,Rainy,City Road,Bike,Medium,Night,38,45,0,1,2,3,Low
BRD02389,2025-02-18,Vadodara,Akota,22.294738,73.121609,Cloudy,City Road,Bus,Medium,Night,93,45,1,1,4,0,Low
BRD02390,2024-09-19,Vadodara,Akota,22.364852,73.213774,Fog,Highway,Car,Medium,Night,60,18,0,0,5,2,Low
BRD02391,2024-06-17,Vadodara,Harni,22.306545,73.204307,Rainy,Flyover,Bike,Medium,Evening,25,55,0,1,4,5,Medium
BRD02392,2024-02-26,Vadodara,Karelibaug,22.359239,73.226223,Rainy,Flyover,Truck,High,Night,102,56,0,1,3,0,Medium
BRD02393,2024-07-28,Vadodara,Nizampura,22.354431,73.120415,Cloudy,City Road,Car,Low,Daylight,33,47,0,1,3,2,Low
BRD02394,2024-06-10,Vadodara,Gotri,22.263278,73.105268,Fog,City Road,Bus,High,Evening,28,37,0,0,1,6,Medium
BRD02395,2025-02-17,Vadodara,Makarpura,22.343012,73.236266,Rainy,Highway,Auto,Medium,Night,111,58,0,1,3,1,Medium
BRD02396,2025-03-17,Vadodara,Manjalpur,22.353974,73.115771,Cloudy,Highway,Car,Medium,Evening,78,62,0,1,5,1,Low
BRD02397,2025-01-23,Vadodara,Tarsali,22.256173,73.159264,Rainy,Highway,Truck,High,Evening,87,37,1,1,5,4,High
BRD02398,2024-08-09,Vadodara,Waghodia,22.342125,73.144468,Cloudy,Highway,Car,Medium,Evening,54,53,0,1,2,2,Low
BRD02399,2024-12-26,Vadodara,Nizampura,22.299559,73.1876,Clear,Flyover,Auto,Low,Night,109,42,1,0,5,4,Medium
BRD02400,2024-08-17,Vadodara,Alkapuri,22.292684,73.106668,Rainy,Highway,Car,High,Evening,93,28,1,0,2,2,High
BRD02401,2024-04-16,Vadodara,Sama,22.306237,73.157245,Rainy,Residential,Truck,High,Daylight,45,46,1,1,2,0,Low
BRD02402,2025-02-02,Vadodara,Waghodia,22.2742,73.121604,Cloudy,Residential,Bus,High,Daylight,114,64,0,0,1,5,High
BRD02403,2025-03-01,Vadodara,Akota,22.306892,73.111999,Cloudy,Highway,Bus,Medium,Daylight,96,60,0,0,3,1,Medium
BRD02404,2024-09-02,Vadodara,Gotri,22.294476,73.163792,Fog,City Road,Car,High,Night,115,49,0,0,3,2,High
BRD02405,2024-07-01,Vadodara,Vasna,22.325921,73.132749,Fog,City Road,Bus,Low,Daylight,68,65,0,0,5,4,Medium
BRD02406,2024-12-29,Vadodara,Karelibaug,22.352526,73.106264,Fog,City Road,Truck,Medium,Night,27,39,1,1,5,2,Low
BRD02407,2024-11-28,Vadodara,Alkapuri,22.288112,73.1156,Rainy,Residential,Auto,High,Evening,82,22,1,1,3,3,Medium
BRD02408,2024-09-27,Vadodara,Sayajigunj,22.359383,73.247974,Cloudy,Flyover,Bus,High,Evening,83,18,1,1,5,1,Medium
BRD02409,2024-09-12,Vadodara,Vasna,22.279674,73.128112,Fog,City Road,Auto,High,Daylight,110,62,0,1,5,3,High
BRD02410,2025-04-15,Vadodara,Vasna,22.306901,73.101585,Fog,Residential,Car,Medium,Daylight,93,61,1,1,5,3,Medium
BRD02411,2024-01-17,Vadodara,Fatehgunj,22.303635,73.195427,Fog,Flyover,Car,Low,Daylight,78,23,0,0,2,2,Medium
BRD02412,2024-12-21,Vadodara,Manjalpur,22.281372,73.241798,Rainy,Residential,Bike,High,Night,90,27,0,0,3,0,Medium
BRD02413,2024-06-13,Vadodara,Nizampura,22.350758,73.111354,Cloudy,Highway,Bike,High,Night,104,31,0,1,3,0,Medium
BRD02414,2024-01-11,Vadodara,Karelibaug,22.332665,73.167478,Rainy,City Road,Auto,Medium,Night,76,22,1,1,3,3,Medium
BRD02415,2024-08-24,Vadodara,Vasna,22.369147,73.200168,Cloudy,Flyover,Truck,High,Night,104,39,1,1,3,2,Medium
BRD02416,2024-05-02,Vadodara,Vasna,22.331795,73.120101,Clear,Highway,Bus,Medium,Daylight,66,37,1,1,1,5,Medium
BRD02417,2024-12-19,Vadodara,Waghodia,22.267028,73.227986,Rainy,Flyover,Car,High,Daylight,69,47,0,0,4,1,Medium
BRD02418,2024-11-18,Vadodara,Vasna,22.274047,73.144905,Fog,Flyover,Bus,Low,Night,33,63,1,1,2,4,Medium
BRD02419,2025-02-17,Vadodara,Makarpura,22.267616,73.194601,Clear,Flyover,Bus,Low,Daylight,30,19,0,1,1,6,Low
BRD02420,2025-03-15,Vadodara,Gotri,22.272399,73.240579,Rainy,City Road,Truck,High,Night,71,18,0,0,4,5,High
BRD02421,2025-02-10,Vadodara,Tarsali,22.252867,73.137577,Rainy,City Road,Bike,Medium,Evening,107,20,1,0,3,6,High
BRD02422,2024-10-17,Vadodara,Alkapuri,22.341962,73.142347,Cloudy,Residential,Auto,High,Night,65,23,0,0,2,4,Medium
BRD02423,2024-02-14,Vadodara,Nizampura,22.367006,73.113044,Fog,Highway,Car,Medium,Night,77,65,0,1,5,0,Low
BRD02424,2024-04-19,Vadodara,Harni,22.349728,73.193512,Fog,City Road,Bus,Medium,Night,33,52,1,0,2,1,Low
BRD02425,2024-03-06,Vadodara,Manjalpur,22.34984,73.122611,Cloudy,City Road,Auto,Low,Daylight,62,62,0,0,2,6,Medium
BRD02426,2025-03-15,Vadodara,Akota,22.322863,73.124414,Clear,Highway,Auto,Low,Evening,62,59,0,1,4,4,Medium
BRD02427,2024-02-29,Vadodara,Sama,22.324396,73.201415,Fog,Highway,Auto,Medium,Daylight,45,22,0,0,3,1,Low
BRD02428,2024-12-22,Vadodara,Gotri,22.262233,73.243865,Cloudy,City Road,Bus,High,Evening,118,43,1,0,3,6,High
BRD02429,2025-03-15,Vadodara,Makarpura,22.278295,73.182178,Clear,Highway,Auto,Medium,Daylight,35,50,1,1,1,0,Low
BRD02430,2025-01-04,Vadodara,Gotri,22.351624,73.103439,Fog,City Road,Truck,Low,Night,39,55,1,1,1,1,Low
BRD02431,2024-08-31,Vadodara,Tarsali,22.300809,73.108705,Cloudy,Residential,Bus,Low,Night,57,63,0,1,4,4,Low
BRD02432,2024-07-12,Vadodara,Tarsali,22.34703,73.117651,Rainy,Highway,Car,Low,Evening,34,49,0,0,1,6,Medium
BRD02433,2025-05-12,Vadodara,Alkapuri,22.374034,73.213954,Fog,Residential,Car,High,Daylight,81,45,1,1,1,6,High
BRD02434,2024-05-23,Vadodara,Sayajigunj,22.36882,73.229399,Clear,Residential,Bus,Medium,Evening,101,56,0,0,2,4,Medium
BRD02435,2024-01-15,Vadodara,Fatehgunj,22.264052,73.202178,Rainy,Highway,Bike,High,Evening,84,49,0,1,1,0,Medium
BRD02436,2024-04-20,Vadodara,Akota,22.278014,73.104593,Cloudy,Residential,Truck,Low,Evening,56,49,1,1,5,1,Low
BRD02437,2024-05-04,Vadodara,Fatehgunj,22.293557,73.209831,Rainy,Residential,Car,High,Daylight,108,51,1,0,3,1,High
BRD02438,2024-06-10,Vadodara,Sama,22.264634,73.193031,Fog,Highway,Auto,High,Night,60,19,0,1,5,2,Medium
BRD02439,2024-10-04,Vadodara,Nizampura,22.368154,73.182171,Rainy,Residential,Car,Low,Night,79,54,0,0,2,3,Medium
BRD02440,2024-04-30,Vadodara,Sayajigunj,22.283194,73.154614,Clear,Flyover,Bus,Low,Night,58,35,1,1,3,5,Low
BRD02441,2025-01-27,Vadodara,Manjalpur,22.266935,73.160049,Clear,Highway,Bus,Medium,Night,54,40,0,1,4,3,Low
BRD02442,2024-07-02,Vadodara,Nizampura,22.289248,73.176931,Cloudy,Highway,Truck,Low,Night,40,23,1,1,2,2,Low
BRD02443,2024-04-19,Vadodara,Vasna,22.299302,73.110266,Clear,Residential,Auto,High,Night,64,25,0,1,4,5,Medium
BRD02444,2024-02-15,Vadodara,Nizampura,22.328984,73.15995,Clear,Highway,Truck,Low,Night,73,39,1,1,3,0,Low
BRD02445,2024-09-13,Vadodara,Gotri,22.299371,73.212959,Fog,City Road,Bus,Low,Night,119,23,1,0,2,3,Medium
BRD02446,2024-12-17,Vadodara,Waghodia,22.286505,73.150694,Fog,Flyover,Bus,High,Night,59,19,0,0,1,5,Medium
BRD02447,2024-11-25,Vadodara,Karelibaug,22.269784,73.216315,Clear,City Road,Auto,Low,Night,101,55,1,1,2,3,Medium
BRD02448,2024-08-15,Vadodara,Vasna,22.363397,73.131149,Clear,City Road,Auto,High,Night,118,60,0,1,4,6,High
BRD02449,2024-01-16,Vadodara,Tarsali,22.343098,73.186038,Clear,Residential,Truck,High,Daylight,49,52,0,0,2,2,Low
BRD02450,2025-04-01,Vadodara,Tarsali,22.350574,73.102889,Cloudy,Flyover,Auto,High,Evening,58,34,1,0,4,6,Medium
BRD02451,2024-08-03,Vadodara,Karelibaug,22.355361,73.239193,Cloudy,Flyover,Auto,Low,Night,26,63,0,1,2,5,Low
BRD02452,2025-01-18,Vadodara,Sayajigunj,22.305607,73.149395,Fog,City Road,Bike,Medium,Evening,61,62,1,1,4,4,Medium
BRD02453,2024-09-13,Vadodara,Alkapuri,22.37574,73.116837,Rainy,Highway,Bus,Medium,Daylight,68,35,1,1,5,1,Medium
BRD02454,2024-04-04,Vadodara,Gotri,22.290696,73.117631,Fog,Residential,Car,High,Evening,65,32,0,1,3,4,High
BRD02455,2025-05-04,Vadodara,Makarpura,22.360792,73.107953,Cloudy,Residential,Bike,High,Night,36,53,0,0,5,5,Medium
BRD02456,2024-08-17,Vadodara,Sayajigunj,22.373765,73.21065,Fog,City Road,Bike,High,Night,108,54,1,1,1,2,High
BRD02457,2025-04-01,Vadodara,Makarpura,22.360215,73.220062,Fog,Flyover,Truck,Low,Daylight,105,52,0,0,4,5,High
BRD02458,2024-08-29,Vadodara,Vasna,22.296696,73.160808,Rainy,Residential,Auto,High,Evening,93,25,0,0,2,6,High
BRD02459,2024-11-22,Vadodara,Fatehgunj,22.373576,73.170853,Cloudy,Highway,Truck,Medium,Evening,73,53,0,0,5,2,Low
BRD02460,2025-02-08,Vadodara,Harni,22.286087,73.239854,Cloudy,Highway,Bus,Low,Evening,111,54,0,0,4,4,Medium
BRD02461,2024-05-11,Vadodara,Akota,22.299637,73.197445,Clear,Highway,Auto,Low,Evening,63,33,0,1,3,3,Low
BRD02462,2024-06-03,Vadodara,Sama,22.369381,73.131933,Fog,Flyover,Car,Low,Daylight,118,49,1,1,5,6,High
BRD02463,2024-08-28,Vadodara,Nizampura,22.322866,73.11815,Cloudy,City Road,Truck,Medium,Daylight,25,29,1,0,2,0,Low
BRD02464,2024-10-11,Vadodara,Sama,22.254003,73.245337,Clear,City Road,Bus,High,Night,118,54,0,1,4,6,High
BRD02465,2024-10-04,Vadodara,Sayajigunj,22.296876,73.207839,Cloudy,City Road,Auto,High,Daylight,27,54,1,1,1,1,Low
BRD02466,2025-02-26,Vadodara,Makarpura,22.318849,73.246264,Cloudy,Highway,Bike,Medium,Daylight,76,61,1,0,5,6,Medium
BRD02467,2024-05-05,Vadodara,Fatehgunj,22.317624,73.109116,Clear,Residential,Bus,Medium,Evening,30,32,0,0,4,6,Low
BRD02468,2024-05-19,Vadodara,Nizampura,22.285272,73.123183,Clear,Residential,Bus,High,Evening,90,37,1,1,2,1,Medium
BRD02469,2024-08-31,Vadodara,Tarsali,22.287232,73.229522,Cloudy,Flyover,Bus,Medium,Night,32,46,0,1,4,6,Low
BRD02470,2024-02-15,Vadodara,Tarsali,22.327751,73.124024,Cloudy,Highway,Bus,Medium,Evening,111,35,1,1,5,2,Medium
BRD02471,2024-06-06,Vadodara,Waghodia,22.349413,73.213219,Fog,Highway,Car,Low,Night,30,29,1,0,1,1,Low
BRD02472,2024-12-05,Vadodara,Akota,22.294891,73.242955,Rainy,Flyover,Bus,Low,Daylight,120,33,0,0,4,3,Medium
BRD02473,2024-04-26,Vadodara,Waghodia,22.26125,73.177241,Fog,City Road,Car,Low,Night,118,47,1,1,3,3,Medium
BRD02474,2024-10-12,Vadodara,Gotri,22.312684,73.194932,Clear,Highway,Bike,Low,Evening,68,40,0,1,4,5,Medium
BRD02475,2024-08-10,Vadodara,Gotri,22.278223,73.138681,Rainy,City Road,Auto,Low,Night,42,62,1,0,5,3,Low
BRD02476,2025-03-02,Vadodara,Sama,22.35578,73.174594,Rainy,City Road,Car,Medium,Night,42,55,0,0,1,6,Medium
BRD02477,2025-02-26,Vadodara,Tarsali,22.345335,73.207157,Rainy,Highway,Bike,Low,Evening,116,62,1,0,2,3,Medium
BRD02478,2024-08-16,Vadodara,Alkapuri,22.284723,73.128663,Fog,City Road,Bike,Low,Evening,51,58,0,1,3,5,Medium
BRD02479,2024-07-03,Vadodara,Makarpura,22.313293,73.182114,Cloudy,Highway,Truck,High,Night,35,32,1,0,5,1,Low
BRD02480,2024-09-01,Vadodara,Sayajigunj,22.324278,73.157846,Fog,Highway,Bus,High,Night,111,41,1,1,3,0,Medium
BRD02481,2024-12-06,Vadodara,Vasna,22.320119,73.133369,Rainy,City Road,Bus,Low,Night,72,19,1,0,2,3,Medium
BRD02482,2024-08-07,Vadodara,Nizampura,22.318812,73.192511,Cloudy,Flyover,Car,Low,Evening,107,53,0,0,2,4,Medium
BRD02483,2025-04-12,Vadodara,Makarpura,22.337377,73.229376,Cloudy,City Road,Bike,High,Evening,102,41,0,0,2,3,Medium
BRD02484,2025-01-22,Vadodara,Harni,22.357156,73.163091,Clear,Flyover,Truck,High,Daylight,90,61,0,0,3,2,Medium
BRD02485,2025-03-24,Vadodara,Vasna,22.334416,73.160718,Clear,Highway,Bus,Medium,Evening,80,47,0,1,4,3,Low
BRD02486,2024-06-01,Vadodara,Sama,22.323871,73.201781,Cloudy,Residential,Car,Medium,Daylight,36,53,1,0,1,6,Low
BRD02487,2024-06-07,Vadodara,Karelibaug,22.361347,73.15717,Rainy,City Road,Bike,High,Night,67,40,1,0,4,1,Medium
BRD02488,2024-07-31,Vadodara,Gotri,22.327554,73.138576,Fog,Flyover,Auto,Low,Night,98,18,0,1,3,5,High
BRD02489,2025-02-02,Vadodara,Makarpura,22.334879,73.129758,Fog,Residential,Bike,Medium,Evening,71,49,0,0,1,3,Medium
BRD02490,2024-12-05,Vadodara,Karelibaug,22.345719,73.241736,Rainy,City Road,Bus,High,Evening,36,42,0,0,3,0,Low
BRD02491,2025-01-03,Vadodara,Vasna,22.357488,73.125502,Cloudy,City Road,Truck,High,Evening,84,46,1,0,5,1,Medium
BRD02492,2024-01-03,Vadodara,Tarsali,22.262485,73.118576,Clear,Highway,Truck,Medium,Evening,110,51,1,1,1,3,Medium
BRD02493,2024-07-30,Vadodara,Akota,22.289547,73.213318,Cloudy,City Road,Bus,Low,Evening,120,40,1,1,1,1,Medium
BRD02494,2025-02-21,Vadodara,Harni,22.337216,73.189921,Cloudy,Residential,Bike,Medium,Night,32,36,1,0,1,6,Low
BRD02495,2024-05-06,Vadodara,Vasna,22.285347,73.165299,Fog,Flyover,Truck,Medium,Night,87,31,0,1,5,6,Medium
BRD02496,2024-03-07,Vadodara,Nizampura,22.37264,73.104499,Clear,Flyover,Bus,High,Night,116,40,0,0,4,2,Medium
BRD02497,2024-02-16,Vadodara,Harni,22.318726,73.213048,Fog,City Road,Bus,High,Night,82,33,1,1,1,3,Medium
BRD02498,2024-04-19,Vadodara,Nizampura,22.255275,73.123661,Cloudy,Flyover,Bike,High,Daylight,65,33,0,1,3,4,Medium
BRD02499,2024-05-15,Vadodara,Gotri,22.288762,73.23123,Cloudy,Flyover,Truck,High,Evening,106,43,1,0,1,1,Medium
BRD02500,2024-07-18,Vadodara,Alkapuri,22.356931,73.175661,Rainy,Highway,Bike,Low,Evening,112,52,0,0,3,2,Medium
BRD02501,2024-07-14,Vadodara,Sayajigunj,22.25009,73.144948,Fog,Highway,Car,Medium,Night,104,43,1,1,3,2,Medium
BRD02502,2024-03-03,Vadodara,Makarpura,22.346418,73.112288,Cloudy,Highway,Car,Medium,Daylight,119,25,1,0,2,4,Medium
BRD02503,2024-10-09,Vadodara,Tarsali,22.303141,73.175406,Cloudy,Highway,Auto,High,Evening,65,20,0,1,1,2,Medium
BRD02504,2024-04-20,Vadodara,Gotri,22.298465,73.226764,Fog,Residential,Bus,High,Daylight,102,24,0,1,3,1,High
BRD02505,2024-06-22,Vadodara,Tarsali,22.361096,73.128953,Clear,Highway,Bike,Low,Daylight,46,22,0,1,3,4,Low
BRD02506,2025-04-11,Vadodara,Waghodia,22.322662,73.157715,Cloudy,Highway,Auto,Low,Night,94,56,0,0,4,0,Low
BRD02507,2024-03-02,Vadodara,Harni,22.262336,73.221947,Fog,City Road,Auto,Low,Night,70,52,1,0,5,2,Medium
BRD02508,2024-09-04,Vadodara,Alkapuri,22.319715,73.196302,Cloudy,City Road,Auto,High,Daylight,88,63,0,1,1,0,Low
BRD02509,2024-08-04,Vadodara,Manjalpur,22.269981,73.188649,Cloudy,City Road,Car,High,Daylight,37,30,1,1,2,4,Medium
BRD02510,2025-04-27,Vadodara,Sama,22.350317,73.139778,Rainy,Highway,Car,Low,Night,97,61,0,1,4,6,High
BRD02511,2024-07-16,Vadodara,Karelibaug,22.343125,73.138233,Fog,Highway,Bus,High,Night,96,24,0,0,4,2,High
BRD02512,2024-04-27,Vadodara,Alkapuri,22.379308,73.188786,Rainy,Flyover,Bike,High,Night,29,38,1,0,2,5,Medium
BRD02513,2024-01-25,Vadodara,Sama,22.333619,73.181306,Clear,Highway,Car,Low,Evening,95,63,0,0,2,3,Medium
BRD02514,2024-10-25,Vadodara,Sama,22.34692,73.215348,Clear,City Road,Bike,Low,Night,66,27,0,0,3,2,Low
BRD02515,2024-12-02,Vadodara,Vasna,22.315636,73.190795,Fog,Highway,Bike,High,Evening,80,63,1,0,5,4,High
BRD02516,2024-07-02,Vadodara,Alkapuri,22.294691,73.113358,Cloudy,City Road,Bike,High,Daylight,31,45,0,0,4,2,Low
BRD02517,2025-01-28,Vadodara,Alkapuri,22.282912,73.212073,Fog,Residential,Bike,Low,Evening,113,62,0,1,1,4,High
BRD02518,2024-04-30,Vadodara,Akota,22.305231,73.148852,Fog,Flyover,Auto,Low,Night,95,19,1,0,5,6,High
BRD02519,2025-02-27,Vadodara,Karelibaug,22.34,73.16851,Fog,Flyover,Bus,High,Night,29,56,0,1,5,3,Medium
BRD02520,2024-11-07,Vadodara,Akota,22.260163,73.121461,Clear,Highway,Truck,Medium,Evening,58,40,1,1,4,1,Low
BRD02521,2025-01-24,Vadodara,Makarpura,22.319375,73.168121,Rainy,Residential,Auto,Medium,Daylight,49,56,1,0,1,5,Medium
BRD02522,2024-03-12,Vadodara,Nizampura,22.377453,73.160128,Clear,Residential,Truck,Medium,Evening,61,63,1,1,5,3,Low
BRD02523,2024-03-07,Vadodara,Harni,22.354863,73.243597,Clear,Highway,Bike,Low,Night,112,42,0,1,4,3,Medium
BRD02524,2024-09-24,Vadodara,Karelibaug,22.285109,73.241184,Clear,Residential,Bus,Low,Evening,64,20,0,1,3,4,Medium
BRD02525,2024-09-08,Vadodara,Sama,22.338896,73.106721,Cloudy,Highway,Truck,Low,Night,88,26,0,0,2,5,Medium
